,Area,CRSI,Governance,Risk,Built Environment,Society,Natural Environment
918,Etowah,0.549,0.274,0.42,0.4,0.47,0.348
920,Fayette,1.449,0.416,0.182,0.336,0.385,0.4
922,Franklin,0.872,0.327,0.242,0.376,0.336,0.4
924,Geneva,1.758,0.288,0.128,0.348,0.39,0.442
926,Greene,0.383,0.34,0.251,0.312,0.223,0.412
928,Hale,0.494,0.412,0.259,0.295,0.241,0.427
930,Henry,0.458,0.162,0.226,0.326,0.405,0.397
932,Houston,1.658,0.422,0.308,0.465,0.492,0.407
934,Jackson,2.097,0.469,0.207,0.488,0.324,0.4
936,Jefferson,0.394,0.259,0.915,0.668,0.504,0.252
938,Lamar,2.069,0.452,0.153,0.381,0.335,0.417
940,Lauderdale,1.341,0.257,0.215,0.398,0.502,0.437
942,Lawrence,1.01,0.246,0.233,0.38,0.389,0.479
944,Lee,0.597,0.301,0.445,0.451,0.379,0.381
946,Limestone,0.726,0.38,0.597,0.438,0.43,0.458
948,Lowndes,2.197,0.439,0.112,0.372,0.33,0.374
950,Macon,1.124,0.263,0.113,0.302,0.412,0.352
952,Madison,0.61,0.421,0.804,0.567,0.437,0.324
954,Marengo,1.064,0.381,0.276,0.363,0.387,0.425
956,Marion,1.296,0.465,0.331,0.482,0.353,0.384
958,Marshall,0.703,0.458,0.361,0.391,0.356,0.33
960,Mobile,0.75,0.233,0.536,0.647,0.457,0.449
962,Monroe,0.632,0.3,0.311,0.377,0.362,0.382
964,Montgomery,1.012,0.435,0.519,0.484,0.534,0.353
967,Morgan,0.828,0.379,0.425,0.458,0.449,0.337
969,Perry,0.231,0.261,0.16,0.261,0.259,0.381
971,Pickens,1.61,0.47,0.184,0.369,0.378,0.367
973,Pike,2.839,0.445,0.142,0.38,0.396,0.453
975,Randolph,1.691,0.398,0.119,0.36,0.388,0.319
977,Russell,1.349,0.349,0.196,0.391,0.389,0.387
979,Shelby,0.952,0.339,0.531,0.597,0.495,0.376
981,St. Clair,0.578,0.286,0.566,0.532,0.456,0.337
983,Sumter,0.341,0.425,0.275,0.234,0.27,0.434
985,Talladega,0.601,0.191,0.303,0.485,0.358,0.39
987,Tallapoosa,0.833,0.295,0.336,0.404,0.451,0.4
989,Tuscaloosa,0.979,0.323,0.497,0.603,0.488,0.382
991,Walker,0.532,0.213,0.339,0.481,0.371,0.341
993,Washington,0.962,0.402,0.352,0.448,0.32,0.415
995,Wilcox,0.484,0.314,0.221,0.308,0.288,0.388
997,Winston,0.272,0.16,0.274,0.348,0.284,0.397
1001,Florida,1.969,0.427,0.312,0.485,0.434,0.426
1003,Alachua,2.929,0.408,0.241,0.7,0.468,0.385
1005,Baker,2.876,0.39,0.131,0.274,0.476,0.53
1007,Bay,2.768,0.464,0.266,0.588,0.52,0.406
1009,Bradford,3.497,0.365,0.096,0.32,0.524,0.421
1011,Brevard,1.598,0.522,0.622,0.673,0.47,0.483
1013,Broward,1.407,0.523,0.722,0.713,0.479,0.448
1015,Calhoun,1.014,0.205,0.111,0.243,0.396,0.458
1017,Charlotte,2.207,0.504,0.273,0.516,0.438,0.39
1019,Citrus,3.151,0.498,0.152,0.422,0.361,0.459
1021,Clay,1.939,0.522,0.356,0.415,0.515,0.49
1023,Collier,2.681,0.604,0.398,0.583,0.437,0.55
1025,Columbia,2.317,0.255,0.156,0.459,0.506,0.488
1027,DeSoto,0.702,0.432,0.242,0.404,0.292,0.301
1029,Dixie,1.829,0.383,0.122,0.283,0.361,0.456
1031,Duval,1.428,0.5,0.688,0.809,0.47,0.36
1033,Hernando,1.051,0.404,0.253,0.348,0.374,0.405
1035,Highlands,1.938,0.473,0.245,0.516,0.383,0.357
1037,Hillsborough,1.71,0.538,0.604,0.867,0.445,0.298
1039,Holmes,2.212,0.317,0.104,0.284,0.434,0.455
1041,Indian River,0.759,0.42,0.543,0.462,0.402,0.39
1043,Jackson,2.058,0.259,0.143,0.433,0.469,0.43
1045,Jefferson,6.115,0.529,0.087,0.316,0.555,0.439
1047,Lafayette,0.851,0.366,0.145,0.144,0.383,0.488
1049,Lake,1.103,0.324,0.488,0.676,0.43,0.412
1051,Lee,1.864,0.579,0.43,0.653,0.424,0.331
1053,Leon,1.458,0.33,0.375,0.518,0.541,0.494
1055,Levy,4.202,0.463,0.128,0.47,0.421,0.44
1057,Liberty,0.935,0.227,0.193,0.195,0.265,0.713
1059,Madison,3.32,0.476,0.129,0.393,0.474,0.376
1061,Manatee,0.931,0.547,0.442,0.423,0.443,0.307
1063,Marion,1.549,0.317,0.329,0.642,0.411,0.445
1065,Martin,1.485,0.552,0.456,0.495,0.476,0.395
1067,Miami-Dade,1.465,0.375,0.623,0.831,0.456,0.536
1069,Monroe,2.661,0.199,0.156,0.595,0.489,0.628
1071,Nassau,2.032,0.465,0.252,0.464,0.468,0.384
1073,Okaloosa,1.583,0.296,0.318,0.595,0.482,0.474
1075,Okeechobee,1.921,0.602,0.153,0.39,0.263,0.379
1077,Orange,0.972,0.391,0.716,0.82,0.462,0.278
1079,Osceola,1.471,0.479,0.441,0.652,0.404,0.335
1081,Palm Beach,2.249,0.529,0.494,0.817,0.47,0.407
1083,Pasco,1.483,0.465,0.38,0.588,0.378,0.367
1085,Pinellas,1.818,0.561,0.436,0.598,0.436,0.391
1087,Polk,1.416,0.388,0.514,0.834,0.429,0.329
1089,Putnam,2.273,0.375,0.16,0.495,0.335,0.404
1091,Santa Rosa,1.073,0.336,0.47,0.557,0.44,0.469
1093,Sarasota,1.293,0.56,0.428,0.476,0.519,0.285
1095,Seminole,0.517,0.356,0.747,0.503,0.524,0.29
1097,St. Johns,1.989,0.533,0.388,0.533,0.448,0.466
1099,St. Lucie,0.725,0.518,0.532,0.449,0.398,0.311
1101,Sumter,0.841,0.37,0.381,0.427,0.346,0.426
1103,Suwannee,2.327,0.394,0.12,0.368,0.446,0.345
1105,Taylor,3.961,0.617,0.115,0.326,0.398,0.444
1107,Union,2.831,0.402,0.075,0.253,0.432,0.409
1109,Volusia,1.949,0.482,0.474,0.741,0.428,0.447
1111,Wakulla,2.27,0.335,0.216,0.353,0.483,0.64
1113,Walton,1.877,0.216,0.172,0.538,0.43,0.496
1115,Washington,1.939,0.301,0.147,0.341,0.431,0.485
1119,Georgia,1.429,0.442,0.224,0.282,0.42,0.395
1121,Appling,4.127,0.462,0.088,0.265,0.589,0.374
1123,Atkinson,-2.627,0.675,0.083,0.216,0.14,0.336
1125,Bacon,0.755,0.461,0.095,0.185,0.363,0.387
1127,Baker,0.633,0.387,0.09,0.221,0.182,0.488
1129,Baldwin,0.892,0.314,0.176,0.299,0.45,0.334
1131,Banks,0.569,0.544,0.23,0.246,0.411,0.316
1133,Barrow,0.222,0.461,0.503,0.251,0.47,0.265
1135,Bartow,0.307,0.204,0.583,0.388,0.452,0.387
1137,Ben Hill,0.479,0.263,0.109,0.217,0.373,0.36
1139,Berrien,2.317,0.504,0.083,0.269,0.33,0.413
1141,Bibb,0.305,0.431,0.531,0.287,0.502,0.253
1143,Bleckley,3.087,0.429,0.1,0.267,0.449,0.456
1145,Brantley,1.791,0.525,0.113,0.278,0.352,0.389
1147,Brooks,2.427,0.421,0.08,0.263,0.341,0.442
1149,Bryan,3.878,0.488,0.172,0.411,0.526,0.504
1151,Bulloch,2.522,0.457,0.185,0.388,0.458,0.442
1153,Burke,3.251,0.497,0.129,0.379,0.428,0.403
1155,Butts,1.569,0.61,0.179,0.236,0.483,0.359
1157,Calhoun,2.999,0.52,0.077,0.222,0.372,0.457
1159,Camden,3.705,0.721,0.259,0.392,0.478,0.549
1161,Candler,2.086,0.383,0.069,0.175,0.434,0.429
1163,Carroll,0.728,0.366,0.304,0.373,0.442,0.301
1165,Catoosa,0.183,0.463,0.585,0.221,0.417,0.335
1167,Charlton,3.361,0.585,0.125,0.233,0.342,0.58
1169,Chatham,1.541,0.517,0.697,0.625,0.566,0.53
1171,Chattahoochee,1.236,0.385,0.167,0.26,0.238,0.559
1173,Chattooga,0.511,0.299,0.138,0.256,0.308,0.385
1175,Cherokee,0.37,0.261,0.611,0.354,0.535,0.354
1177,Clarke,0.062,0.398,0.654,0.251,0.427,0.242
1179,Clay,-0.255,0.299,0.098,0.199,0.216,0.392
1181,Clayton,0.019,0.567,0.477,0.238,0.45,0.202
1183,Clinch,-0.909,0.471,0.129,0.185,0.172,0.374
1185,Cobb,0.347,0.359,0.558,0.38,0.514,0.21
1187,Coffee,1.726,0.454,0.124,0.299,0.446,0.324
1189,Colquitt,4.204,0.52,0.108,0.389,0.47,0.372
1191,Columbia,1.182,0.56,0.471,0.297,0.544,0.46
1193,Cook,1.845,0.536,0.155,0.223,0.416,0.456
1195,Coweta,1.205,0.505,0.4,0.387,0.555,0.339
1197,Crawford,0.66,0.518,0.121,0.267,0.259,0.38
1199,Crisp,1.551,0.407,0.188,0.289,0.465,0.421
1201,Dade,0.052,0.134,0.275,0.234,0.348,0.325
1203,Dawson,0.452,0.22,0.353,0.242,0.471,0.47
1205,Decatur,0.681,0.081,0.12,0.357,0.482,0.453
1207,DeKalb,0.629,0.539,0.483,0.441,0.493,0.17
1209,Dodge,1.765,0.298,0.088,0.308,0.391,0.38
1211,Dooly,2.408,0.476,0.09,0.242,0.349,0.458
1213,Dougherty,1.146,0.324,0.269,0.342,0.491,0.436
1215,Douglas,0.301,0.478,0.481,0.259,0.502,0.254
1217,Early,2.699,0.461,0.096,0.253,0.39,0.456
1219,Echols,-1.569,0.443,0.084,0.197,0.094,0.403
1221,Effingham,2.241,0.489,0.257,0.409,0.497,0.452
1223,Elbert,1.207,0.431,0.165,0.247,0.444,0.379
1225,Emanuel,2.643,0.463,0.091,0.301,0.403,0.377
1227,Evans,5.126,0.636,0.085,0.226,0.446,0.492
1229,Fannin,1.802,0.381,0.224,0.244,0.518,0.566
1231,Fayette,0.802,0.53,0.47,0.278,0.56,0.354
1233,Floyd,0.489,0.352,0.382,0.288,0.423,0.379
1235,Forsyth,0.63,0.477,0.587,0.313,0.533,0.364
1237,Franklin,0.834,0.591,0.246,0.239,0.442,0.342
1239,Fulton,1.198,0.482,0.551,0.709,0.49,0.21
1241,Gilmer,0.975,0.3,0.238,0.278,0.402,0.506
1243,Glascock,-1.372,0.564,0.103,0.125,0.342,0.302
1245,Glynn,1.745,0.478,0.352,0.366,0.552,0.497
1247,Gordon,0.309,0.32,0.535,0.326,0.376,0.37
1249,Grady,4.522,0.536,0.089,0.307,0.389,0.473
1251,Greene,2.138,0.406,0.123,0.309,0.405,0.417
1253,Gwinnett,0.561,0.561,0.569,0.418,0.553,0.15
1255,Habersham,0.406,0.182,0.372,0.339,0.475,0.403
1257,Hall,0.731,0.528,0.606,0.38,0.536,0.314
1259,Hancock,1.418,0.33,0.085,0.234,0.414,0.378
1261,Haralson,0.33,0.351,0.182,0.249,0.383,0.307
1263,Harris,2.349,0.446,0.158,0.373,0.447,0.389
1265,Hart,1.536,0.582,0.225,0.275,0.401,0.436
1267,Heard,0.581,0.512,0.138,0.228,0.351,0.35
1269,Henry,1.149,0.631,0.457,0.341,0.54,0.351
1271,Houston,0.753,0.506,0.504,0.329,0.47,0.387
1273,Irwin,1.287,0.347,0.086,0.207,0.437,0.37
1275,Jackson,0.777,0.547,0.489,0.378,0.479,0.303
1277,Jasper,3.004,0.581,0.099,0.318,0.37,0.381
1279,Jeff Davis,0.376,0.482,0.084,0.185,0.36,0.352
1281,Jefferson,2.902,0.534,0.107,0.293,0.441,0.38
1283,Jenkins,0.049,0.47,0.088,0.117,0.334,0.424
1285,Johnson,1.213,0.562,0.133,0.269,0.308,0.392
1287,Jones,3.045,0.434,0.113,0.34,0.481,0.382
1289,Lamar,0.931,0.486,0.215,0.228,0.422,0.397
1291,Lanier,1.448,0.565,0.113,0.247,0.337,0.394
1293,Laurens,3.785,0.497,0.147,0.383,0.584,0.386
1295,Lee,3.04,0.684,0.217,0.365,0.515,0.399
1297,Liberty,2.494,0.547,0.214,0.396,0.366,0.488
1299,Lincoln,2.998,0.539,0.12,0.233,0.36,0.545
1301,Long,1.118,0.26,0.109,0.268,0.302,0.473
1303,Lowndes,1.689,0.491,0.334,0.443,0.516,0.388
1305,Lumpkin,0.971,0.279,0.251,0.273,0.393,0.558
1307,Macon,2.381,0.466,0.093,0.218,0.398,0.452
1309,Madison,1.003,0.443,0.214,0.275,0.513,0.303
1311,Marion,-0.03,0.396,0.101,0.204,0.189,0.438
1313,McDuffie,3.066,0.579,0.148,0.236,0.548,0.439
1315,McIntosh,1.149,0.154,0.143,0.328,0.453,0.529
1317,Meriwether,1.775,0.4,0.145,0.309,0.439,0.39
1319,Miller,2.1,0.564,0.173,0.204,0.486,0.466
1321,Mitchell,2.388,0.423,0.156,0.323,0.505,0.42
1323,Monroe,1.839,0.497,0.205,0.356,0.524,0.318
1325,Montgomery,0.836,0.593,0.072,0.237,0.283,0.371
1327,Morgan,2.751,0.53,0.169,0.37,0.541,0.336
1329,Murray,0.331,0.271,0.248,0.295,0.231,0.432
1331,Muscogee,0.435,0.338,0.472,0.281,0.49,0.365
1333,Newton,0.691,0.532,0.412,0.311,0.475,0.314
1335,Oconee,0.588,0.493,0.494,0.296,0.592,0.259
1337,Oglethorpe,0.965,0.443,0.145,0.264,0.311,0.408
1339,Paulding,0.433,0.402,0.444,0.274,0.46,0.343
1341,Peach,0.833,0.592,0.431,0.283,0.455,0.39
1343,Pickens,0.397,0.276,0.397,0.327,0.445,0.336
1345,Pierce,3.446,0.534,0.098,0.29,0.421,0.42
1347,Pike,3.933,0.565,0.128,0.322,0.523,0.408
1349,Polk,0.307,0.268,0.378,0.291,0.416,0.342
1351,Pulaski,2.688,0.421,0.116,0.232,0.465,0.493
1353,Putnam,1.555,0.378,0.145,0.27,0.404,0.44
1355,Quitman,-0.319,0.224,0.086,0.171,0.227,0.397
1357,Rabun,1.467,0.442,0.294,0.284,0.493,0.508
1359,Randolph,0.831,0.283,0.075,0.227,0.357,0.37
1361,Richmond,0.727,0.492,0.591,0.341,0.556,0.355
1363,Rockdale,0.59,0.579,0.436,0.216,0.594,0.286
1365,Schley,0.459,0.361,0.13,0.216,0.24,0.454
1367,Screven,3.197,0.577,0.099,0.221,0.431,0.454
1369,Seminole,0.717,0.201,0.159,0.223,0.428,0.461
1371,Spalding,0.556,0.505,0.391,0.238,0.466,0.359
1373,Stephens,0.39,0.25,0.359,0.231,0.496,0.394
1375,Stewart,0.563,0.312,0.094,0.227,0.292,0.403
1377,Sumter,3.518,0.479,0.129,0.333,0.5,0.44
1379,Talbot,0.226,0.374,0.06,0.237,0.251,0.371
1381,Taliaferro,-3.631,0.56,0.106,0.057,0.112,0.383
1383,Tattnall,4.646,0.537,0.065,0.278,0.363,0.451
1385,Taylor,1.472,0.583,0.109,0.269,0.292,0.4
1387,Telfair,2.051,0.367,0.066,0.259,0.361,0.395
1389,Terrell,1.127,0.527,0.06,0.187,0.332,0.398
1391,Thomas,4.311,0.391,0.111,0.402,0.5,0.475
1393,Tift,1.221,0.387,0.257,0.315,0.515,0.39
1395,Toombs,3.573,0.535,0.089,0.289,0.42,0.407
1397,Towns,2.695,0.452,0.182,0.191,0.611,0.559
1399,Treutlen,0.504,0.25,0.08,0.165,0.459,0.334
1401,Troup,1.24,0.414,0.29,0.366,0.448,0.412
1403,Turner,0.958,0.41,0.06,0.239,0.275,0.392
1405,Twiggs,2.044,0.418,0.07,0.282,0.323,0.39
1407,Union,0.294,0.044,0.168,0.231,0.543,0.586
1409,Upson,1.351,0.504,0.104,0.257,0.4,0.328
1411,Walker,0.156,0.136,0.253,0.274,0.31,0.386
1413,Walton,1.092,0.479,0.345,0.382,0.542,0.286
1415,Ware,3.338,0.547,0.157,0.302,0.524,0.459
1417,Warren,-0.387,0.478,0.086,0.178,0.258,0.386
1419,Washington,6.12,0.578,0.09,0.348,0.5,0.424
1421,Wayne,3.731,0.487,0.08,0.308,0.448,0.37
1423,Webster,-0.656,0.333,0.1,0.13,0.189,0.441
1425,Wheeler,1.086,0.481,0.066,0.193,0.374,0.366
1427,White,1.147,0.455,0.265,0.219,0.527,0.426
1429,Whitfield,0.266,0.36,0.411,0.289,0.38,0.32
1431,Wilcox,-0.022,0.297,0.061,0.136,0.314,0.413
1433,Wilkes,1.194,0.583,0.099,0.176,0.371,0.409
1435,Wilkinson,3.101,0.524,0.114,0.263,0.509,0.395
1437,Worth,4.686,0.512,0.07,0.308,0.432,0.394
1441,Kentucky,1.041,0.534,0.2,0.255,0.388,0.371
1443,Adair,1.691,0.55,0.11,0.259,0.433,0.325
1445,Allen,0.282,0.438,0.132,0.265,0.259,0.354
1447,Anderson,1.532,0.417,0.17,0.275,0.556,0.326
1449,Ballard,1.473,0.643,0.185,0.183,0.473,0.41
1451,Barren,1.054,0.263,0.163,0.322,0.407,0.405
1453,Bath,-0.424,0.601,0.152,0.213,0.269,0.324
1455,Bell,0.675,0.467,0.199,0.277,0.224,0.451
1457,Boone,0.674,0.613,0.571,0.289,0.531,0.331
1459,Bourbon,3.942,0.679,0.124,0.284,0.439,0.447
1461,Boyd,0.773,0.609,0.304,0.236,0.399,0.396
1463,Boyle,1.41,0.652,0.18,0.213,0.478,0.359
1465,Bracken,0.128,0.652,0.095,0.199,0.306,0.36
1467,Breathitt,-0.534,0.735,0.153,0.236,0.22,0.336
1469,Breckinridge,3.037,0.537,0.098,0.276,0.476,0.359
1471,Bullitt,1.307,0.654,0.386,0.33,0.498,0.372
1473,Butler,0.873,0.316,0.089,0.214,0.412,0.352
1475,Caldwell,1.836,0.534,0.148,0.232,0.474,0.39
1477,Calloway,0.948,0.35,0.237,0.304,0.491,0.353
1479,Campbell,0.295,0.576,0.389,0.174,0.473,0.329
1481,Carlisle,0.05,0.509,0.176,0.159,0.338,0.378
1483,Carroll,0.213,0.567,0.153,0.257,0.255,0.354
1485,Carter,0.684,0.598,0.119,0.272,0.275,0.354
1487,Casey,0.509,0.477,0.084,0.208,0.319,0.369
1489,Christian,1.141,0.4,0.288,0.363,0.383,0.449
1491,Clark,1.588,0.534,0.172,0.308,0.424,0.35
1493,Clay,0.234,0.55,0.163,0.224,0.218,0.424
1495,Clinton,0.718,0.547,0.134,0.199,0.348,0.391
1497,Crittenden,-0.248,0.649,0.142,0.133,0.336,0.378
1499,Cumberland,-0.205,0.307,0.128,0.135,0.353,0.35
1501,Daviess,1.442,0.593,0.397,0.359,0.595,0.341
1503,Edmonson,0.64,0.451,0.099,0.199,0.266,0.443
1505,Elliott,-1.907,0.718,0.122,0.165,0.24,0.311
1507,Estill,0.119,0.533,0.179,0.228,0.287,0.353
1509,Fayette,0.78,0.601,0.5,0.369,0.481,0.293
1511,Fleming,0.361,0.546,0.163,0.225,0.369,0.319
1513,Floyd,0.346,0.559,0.17,0.282,0.385,0.243
1515,Franklin,1.244,0.557,0.243,0.226,0.568,0.335
1517,Fulton,-0.616,0.472,0.201,0.107,0.206,0.426
1519,Gallatin,0.132,0.597,0.175,0.2,0.324,0.353
1521,Garrard,2.002,0.583,0.115,0.253,0.428,0.359
1523,Grant,3.633,0.577,0.103,0.299,0.481,0.37
1525,Graves,1.356,0.48,0.2,0.288,0.447,0.373
1527,Grayson,0.534,0.571,0.242,0.238,0.401,0.327
1529,Green,0.86,0.497,0.116,0.184,0.431,0.351
1531,Greenup,1.168,0.624,0.253,0.346,0.358,0.345
1533,Hancock,1.432,0.698,0.204,0.222,0.475,0.363
1535,Hardin,1.638,0.472,0.283,0.428,0.466,0.376
1537,Harlan,0.184,0.432,0.198,0.266,0.291,0.326
1539,Harrison,2.757,0.692,0.135,0.236,0.479,0.394
1540,Hart,-0.204,0.3,0.138,0.215,0.264,0.332
1542,Henderson,2.306,0.628,0.252,0.399,0.432,0.412
1544,Henry,2.324,0.707,0.11,0.219,0.443,0.369
1546,Hickman,0.194,0.412,0.159,0.081,0.448,0.398
1548,Hopkins,1.968,0.48,0.198,0.368,0.494,0.35
1550,Jackson,1.219,0.576,0.145,0.276,0.277,0.418
1552,Jefferson,0.774,0.628,0.675,0.507,0.466,0.23
1554,Jessamine,0.928,0.631,0.344,0.283,0.436,0.364
1556,Johnson,-0.126,0.586,0.232,0.234,0.308,0.293
1558,Kenton,0.233,0.608,0.667,0.21,0.474,0.311
1560,Knott,0.192,0.592,0.123,0.287,0.215,0.346
1562,Knox,0.636,0.389,0.131,0.222,0.316,0.407
1564,Larue,2.345,0.488,0.097,0.212,0.513,0.364
1566,Laurel,0.828,0.411,0.313,0.308,0.408,0.41
1568,Lawrence,0.017,0.413,0.144,0.263,0.24,0.339
1570,Lee,-0.2,0.743,0.174,0.232,0.233,0.356
1572,Leslie,-0.037,0.365,0.16,0.243,0.164,0.412
1574,Letcher,-0.3,0.407,0.143,0.278,0.204,0.306
1576,Lewis,-1.535,0.65,0.138,0.166,0.217,0.328
1578,Lincoln,2.338,0.411,0.121,0.306,0.511,0.352
1580,Livingston,0.686,0.693,0.237,0.189,0.44,0.352
1582,Logan,2.825,0.608,0.15,0.31,0.423,0.424
1584,Lyon,2.069,0.551,0.188,0.159,0.496,0.532
1586,Madison,1.268,0.535,0.373,0.394,0.458,0.379
1588,Magoffin,-0.64,0.501,0.3,0.178,0.214,0.294
1590,Marion,2.918,0.498,0.109,0.239,0.511,0.407
1592,Marshall,0.646,0.408,0.369,0.278,0.502,0.349
1594,Martin,-1.292,0.454,0.168,0.238,0.063,0.31
1596,Mason,1.31,0.557,0.151,0.243,0.451,0.334
1598,McCracken,0.586,0.51,0.615,0.29,0.517,0.373
1600,McCreary,0.281,0.408,0.161,0.213,0.165,0.496
1602,McLean,0.815,0.586,0.171,0.19,0.407,0.379
1604,Meade,2.209,0.572,0.114,0.301,0.343,0.393
1606,Menifee,1.07,0.469,0.204,0.261,0.386,0.412
1608,Mercer,1.564,0.575,0.18,0.281,0.465,0.337
1610,Metcalfe,-1.225,0.468,0.067,0.143,0.266,0.375
1612,Monroe,-0.629,0.379,0.16,0.147,0.244,0.35
1614,Montgomery,1.465,0.608,0.194,0.278,0.393,0.388
1616,Morgan,0.3,0.592,0.339,0.253,0.381,0.304
1618,Muhlenberg,2.933,0.541,0.129,0.293,0.508,0.374
1620,Nelson,3.634,0.574,0.162,0.346,0.566,0.404
1622,Nicholas,0.412,0.442,0.106,0.152,0.39,0.378
1624,Ohio,3.126,0.633,0.137,0.299,0.486,0.376
1626,Oldham,1.095,0.663,0.41,0.288,0.538,0.346
1628,Owen,1.738,0.426,0.096,0.27,0.41,0.352
1630,Owsley,-0.088,0.591,0.227,0.202,0.254,0.377
1632,Pendleton,3.494,0.649,0.119,0.253,0.52,0.384
1634,Perry,0.217,0.433,0.195,0.306,0.279,0.299
1636,Pike,1.982,0.525,0.151,0.478,0.32,0.271
1638,Powell,0.553,0.352,0.2,0.272,0.298,0.408
1640,Pulaski,0.721,0.292,0.329,0.307,0.427,0.469
1642,Robertson,-1.436,0.716,0.128,0.184,0.195,0.353
1644,Rockcastle,1.17,0.473,0.2,0.306,0.386,0.375
1646,Rowan,1.992,0.612,0.225,0.321,0.444,0.408
1648,Russell,1.489,0.386,0.147,0.192,0.478,0.454
1650,Scott,1.808,0.625,0.252,0.338,0.453,0.382
1652,Shelby,3.048,0.636,0.215,0.376,0.519,0.411
1654,Simpson,1.187,0.463,0.145,0.24,0.386,0.396
1656,Spencer,4.87,0.593,0.087,0.278,0.568,0.349
1658,Taylor,1.796,0.414,0.151,0.215,0.469,0.472
1660,Todd,1.655,0.561,0.125,0.23,0.34,0.443
1662,Trigg,3.384,0.508,0.134,0.23,0.452,0.564
1664,Trimble,-0.223,0.701,0.148,0.126,0.395,0.342
1666,Union,2.354,0.604,0.138,0.258,0.421,0.416
1668,Warren,0.864,0.321,0.297,0.408,0.466,0.324
1670,Washington,3.732,0.666,0.12,0.23,0.605,0.354
1672,Wayne,0.077,0.501,0.121,0.188,0.332,0.352
1674,Webster,1.118,0.626,0.282,0.235,0.475,0.383
1676,Whitley,0.625,0.423,0.21,0.236,0.374,0.384
1678,Wolfe,-0.919,0.46,0.189,0.159,0.13,0.384
1680,Woodford,2.647,0.616,0.195,0.303,0.471,0.45
1682,Mississippi,1.434,0.494,0.273,0.337,0.382,0.444
1684,Adams,2.886,0.636,0.19,0.3,0.467,0.467
1686,Alcorn,1.459,0.347,0.122,0.317,0.44,0.327
1688,Amite,1.966,0.516,0.204,0.358,0.364,0.449
1690,Attala,0.973,0.507,0.229,0.299,0.353,0.386
1692,Benton,0.072,0.602,0.332,0.233,0.164,0.445
1694,Bolivar,2.416,0.587,0.249,0.445,0.365,0.456
1696,Calhoun,1.578,0.512,0.114,0.326,0.301,0.363
1698,Carroll,0.701,0.639,0.268,0.298,0.304,0.367
1700,Chickasaw,2.654,0.529,0.176,0.339,0.347,0.528
1702,Choctaw,0.858,0.481,0.31,0.282,0.392,0.418
1704,Claiborne,0.467,0.37,0.281,0.228,0.386,0.403
1706,Clarke,1.112,0.398,0.251,0.347,0.384,0.415
1708,Clay,1.147,0.39,0.244,0.341,0.306,0.49
1710,Coahoma,2.234,0.62,0.204,0.346,0.345,0.463
1712,Copiah,1.391,0.36,0.191,0.355,0.399,0.41
1714,Covington,1.342,0.472,0.28,0.334,0.441,0.423
1716,DeSoto,1.006,0.596,0.638,0.433,0.449,0.423
1718,Forrest,0.881,0.418,0.586,0.394,0.465,0.516
1720,Franklin,0.804,0.461,0.26,0.219,0.377,0.459
1722,George,2.366,0.378,0.178,0.328,0.473,0.533
1724,Greene,1.208,0.377,0.208,0.324,0.317,0.481
1726,Grenada,1.178,0.488,0.212,0.296,0.376,0.4
1728,Hancock,0.95,0.444,0.429,0.43,0.336,0.451
1730,Harrison,0.73,0.464,0.754,0.462,0.428,0.453
1732,Hinds,2.115,0.561,0.392,0.554,0.519,0.4
1734,Holmes,1.275,0.505,0.214,0.327,0.293,0.444
1736,Humphreys,0.919,0.591,0.281,0.229,0.242,0.55
1738,Issaquena,-0.069,0.577,0.419,0.232,0.103,0.459
1740,Itawamba,1.361,0.468,0.141,0.262,0.37,0.4
1742,Jackson,1.429,0.406,0.427,0.473,0.391,0.599
1744,Jasper,1.555,0.476,0.262,0.365,0.343,0.493
1746,Jefferson,0.267,0.52,0.298,0.248,0.248,0.409
1748,Jefferson Davis,0.739,0.432,0.241,0.286,0.292,0.438
1750,Jones,1.861,0.447,0.26,0.415,0.435,0.455
1752,Kemper,1.062,0.528,0.31,0.382,0.313,0.403
1754,Lafayette,2.235,0.404,0.22,0.448,0.429,0.479
1756,Lamar,0.951,0.414,0.513,0.424,0.442,0.48
1758,Lauderdale,2.096,0.517,0.293,0.46,0.482,0.414
1760,Lawrence,1.287,0.568,0.32,0.315,0.427,0.426
1762,Leake,1.388,0.564,0.239,0.302,0.402,0.405
1764,Lee,1.074,0.569,0.521,0.401,0.489,0.388
1766,Leflore,2.371,0.611,0.185,0.329,0.38,0.445
1768,Lincoln,1.768,0.366,0.197,0.383,0.511,0.378
1770,Lowndes,1.352,0.413,0.391,0.398,0.497,0.505
1772,Madison,1.703,0.56,0.478,0.51,0.539,0.42
1774,Marion,1.734,0.519,0.271,0.364,0.428,0.445
1776,Marshall,2.285,0.59,0.186,0.386,0.369,0.394
1778,Monroe,3.523,0.488,0.157,0.415,0.429,0.483
1780,Montgomery,1.246,0.598,0.225,0.235,0.521,0.333
1782,Neshoba,1.137,0.448,0.283,0.363,0.366,0.419
1784,Newton,1.506,0.446,0.263,0.306,0.475,0.463
1786,Noxubee,0.966,0.491,0.263,0.251,0.331,0.488
1788,Oktibbeha,1.753,0.497,0.264,0.42,0.363,0.447
1790,Panola,2.253,0.539,0.191,0.371,0.396,0.419
1792,Pearl River,1.01,0.354,0.384,0.427,0.405,0.472
1794,Perry,2.028,0.404,0.211,0.318,0.307,0.655
